iteration,learning_rate,train_loss,train_error,validation_error,elapsed_seconds
37000,0.010000000000000002,0.229941,0.080578,0.1218,3966.01
37500,0.010000000000000002,0.229674,0.080187,0.1162,4020.82
38000,0.010000000000000002,0.224674,0.077547,0.1228,4074.79
38500,0.010000000000000002,0.219306,0.075953,0.1196,4129.37
39000,0.010000000000000002,0.223161,0.077359,0.1226,4184.67
39500,0.010000000000000002,0.212752,0.074031,0.1244,4238.78
40000,0.010000000000000002,0.211449,0.073484,0.123,4293.53
40500,0.010000000000000002,0.208148,0.073234,0.126,4347.49
41000,0.010000000000000002,0.205214,0.071641,0.1282,4400.78
41500,0.010000000000000002,0.20489,0.071406,0.122,4454.77
42000,0.010000000000000002,0.19454,0.067578,0.121,4509.25
42500,0.010000000000000002,0.193442,0.067125,0.124,4563.21
43000,0.010000000000000002,0.190486,0.066781,0.1202,4617.5
43500,0.010000000000000002,0.191511,0.066344,0.1242,4672.41
44000,0.010000000000000002,0.187626,0.065969,0.1206,4726.45
44500,0.010000000000000002,0.180354,0.063109,0.1272,4780.74
45000,0.010000000000000002,0.183635,0.06425,0.1238,4834.61
45500,0.010000000000000002,0.184145,0.064984,0.1212,4889.52
46000,0.010000000000000002,0.178561,0.062094,0.1262,4944.16
46500,0.010000000000000002,0.172852,0.060781,0.1272,4998.06
47000,0.010000000000000002,0.175731,0.061281,0.12,5052.47
47500,0.010000000000000002,0.168305,0.058703,0.1206,5106.9
48000,0.0010000000000000002,0.170303,0.059625,0.1212,5160.66
48500,0.0010000000000000002,0.14241,0.04925,0.1132,5214.88
49000,0.0010000000000000002,0.130422,0.044562,0.1166,5268.67
49500,0.0010000000000000002,0.126704,0.044016,0.1146,5322.53
50000,0.0010000000000000002,0.123748,0.042281,0.1148,5376.9
50500,0.0010000000000000002,0.122037,0.041813,0.1122,5430.72
51000,0.0010000000000000002,0.118336,0.040609,0.1128,5484.46
51500,0.0010000000000000002,0.117535,0.040625,0.112,5537.94
52000,0.0010000000000000002,0.119096,0.041109,0.1158,5591.51
52500,0.0010000000000000002,0.115258,0.039188,0.1152,5646.97
53000,0.0010000000000000002,0.114455,0.039438,0.116,5701.21
53500,0.0010000000000000002,0.113042,0.038047,0.1122,5756.24
54000,0.0010000000000000002,0.110603,0.037844,0.1132,5809.62
54500,0.0010000000000000002,0.111226,0.038859,0.1128,5863.84
55000,0.0010000000000000002,0.107618,0.036625,0.1152,5917.55
55500,0.0010000000000000002,0.111804,0.038484,0.1144,5971.72
56000,0.0010000000000000002,0.107988,0.037484,0.115,6025.92
56500,0.0010000000000000002,0.108086,0.037297,0.1154,6080.22
57000,0.0010000000000000002,0.108495,0.037422,0.1152,6134.77
57500,0.0010000000000000002,0.104504,0.036766,0.1156,6188.8
58000,0.0010000000000000002,0.104844,0.035937,0.1166,6243.93
58500,0.0010000000000000002,0.103141,0.035641,0.1168,6298.81
59000,0.0010000000000000002,0.102546,0.035719,0.1154,6352.89
59500,0.0010000000000000002,0.104995,0.035328,0.114,6408.97
60000,0.0010000000000000002,0.104463,0.036234,0.1152,6463.05
60500,0.0010000000000000002,0.102397,0.035703,0.1176,6519.41
61000,0.0010000000000000002,0.100744,0.034922,0.1156,6574.39
61500,0.0010000000000000002,0.100511,0.034719,0.1148,6628.5
62000,0.0010000000000000002,0.103522,0.0355,0.1168,6681.4
62500,0.0010000000000000002,0.099412,0.034984,0.1152,6736.37
63000,0.0010000000000000002,0.102567,0.035031,0.1134,6790.41
63500,0.0010000000000000002,0.099614,0.034719,0.1148,6844.84
64000,0.0010000000000000002,0.09763,0.033312,0.1144,6898.93
