iteration,learning_rate,train_loss,train_error,validation_error,elapsed_seconds
500,0.1,2.142225,0.776656,0.6574,102.87
1000,0.1,1.580618,0.583937,0.5544,203.46
1500,0.1,1.306964,0.475969,0.4314,303.75
2000,0.1,1.060538,0.375891,0.3966,405.18
