iteration,learning_rate,train_loss,train_error,validation_error,elapsed_seconds
21500,0.1,0.194281,0.067906,0.1884,2260.28
22000,0.1,0.196496,0.068891,0.1186,2313.33
22500,0.1,0.19245,0.067984,0.1334,2365.66
23000,0.1,0.189549,0.066781,0.1166,2417.99
23500,0.1,0.192269,0.068469,0.1258,2470.75
24000,0.1,0.183786,0.064203,0.134,2524.47
24500,0.1,0.185359,0.064594,0.1334,2577.58
25000,0.1,0.182808,0.063797,0.1578,2630.55
25500,0.1,0.186772,0.065609,0.1382,2683.96
26000,0.1,0.185993,0.065266,0.1352,2736.12
26500,0.1,0.182703,0.064516,0.115,2790.53
27000,0.1,0.181378,0.063688,0.1304,2843.37
27500,0.1,0.177876,0.062156,0.1254,2895.22
28000,0.1,0.175766,0.062203,0.1224,2947.57
28500,0.1,0.173324,0.060562,0.1188,3001.44
29000,0.1,0.174218,0.061047,0.1618,3054.01
29500,0.1,0.179855,0.064156,0.122,3106.72
30000,0.1,0.174353,0.061609,0.118,3159.63
30500,0.1,0.175683,0.062219,0.1252,3212.53
31000,0.1,0.173708,0.061531,0.1214,3265.49
31500,0.1,0.172473,0.060078,0.138,3318.26
32000,0.010000000000000002,0.169336,0.059828,0.1232,3370.91
32500,0.010000000000000002,0.082218,0.027484,0.0802,3423.81
33000,0.010000000000000002,0.055311,0.017938,0.0766,3475.46
33500,0.010000000000000002,0.04642,0.014141,0.0748,3527.67
34000,0.010000000000000002,0.040773,0.012531,0.0732,3580.34
34500,0.010000000000000002,0.034942,0.010672,0.0754,3632.07
35000,0.010000000000000002,0.032056,0.009469,0.0714,3684.22
35500,0.010000000000000002,0.030396,0.0095,0.0738,3736.29
36000,0.010000000000000002,0.026224,0.007781,0.0732,3788.46
36500,0.010000000000000002,0.024926,0.00725,0.0742,3840.42
37000,0.010000000000000002,0.022378,0.006375,0.0768,3892.46
37500,0.010000000000000002,0.0215,0.006469,0.0756,3944.27
38000,0.010000000000000002,0.020392,0.005703,0.076,3996.49
38500,0.010000000000000002,0.018315,0.005328,0.0728,4049.4
39000,0.010000000000000002,0.01884,0.005437,0.0732,4102.48
39500,0.010000000000000002,0.016466,0.004266,0.0742,4155.06
40000,0.010000000000000002,0.015558,0.004328,0.0736,4207.45
40500,0.010000000000000002,0.015521,0.004453,0.075,4259.47
41000,0.010000000000000002,0.01418,0.003938,0.0714,4312.41
41500,0.010000000000000002,0.013759,0.003719,0.0742,4365.24
42000,0.010000000000000002,0.012629,0.003594,0.0732,4417.32
42500,0.010000000000000002,0.012526,0.003375,0.0736,4469.68
43000,0.010000000000000002,0.012263,0.003234,0.0738,4522.01
43500,0.010000000000000002,0.011673,0.003141,0.0684,4574.7
44000,0.010000000000000002,0.010831,0.003031,0.0752,4629.48
44500,0.010000000000000002,0.011414,0.003062,0.075,4683.29
45000,0.010000000000000002,0.011195,0.003125,0.073,4736.39
45500,0.010000000000000002,0.010039,0.002641,0.0724,4788.49
46000,0.010000000000000002,0.009465,0.002266,0.0738,4840.57
46500,0.010000000000000002,0.009441,0.002578,0.072,4892.69
47000,0.010000000000000002,0.009858,0.002687,0.074,4944.56
47500,0.010000000000000002,0.008769,0.002094,0.0716,4995.91
48000,0.0010000000000000002,0.008454,0.001875,0.075,5047.68
48500,0.0010000000000000002,0.007695,0.001906,0.0742,5099.98
49000,0.0010000000000000002,0.007022,0.001422,0.0728,5151.94
49500,0.0010000000000000002,0.006689,0.001375,0.0736,5204.65
50000,0.0010000000000000002,0.006133,0.001125,0.073,5257.4
50500,0.0010000000000000002,0.006536,0.001344,0.073,5309.67
51000,0.0010000000000000002,0.006195,0.001234,0.0732,5361.79
51500,0.0010000000000000002,0.006321,0.001219,0.072,5414.88
52000,0.0010000000000000002,0.006668,0.001563,0.073,5467.41
52500,0.0010000000000000002,0.006252,0.001328,0.0728,5521.46
53000,0.0010000000000000002,0.006321,0.001437,0.0714,5574.2
53500,0.0010000000000000002,0.006293,0.001391,0.0714,5626.85
54000,0.0010000000000000002,0.005836,0.001172,0.0704,5679.0
54500,0.0010000000000000002,0.005854,0.001281,0.071,5730.7
55000,0.0010000000000000002,0.006268,0.001453,0.0706,5783.17
55500,0.0010000000000000002,0.005857,0.001141,0.0716,5835.35
56000,0.0010000000000000002,0.005442,0.001094,0.0702,5887.34
56500,0.0010000000000000002,0.005644,0.001172,0.0702,5940.33
57000,0.0010000000000000002,0.005331,0.000891,0.07,5992.72
57500,0.0010000000000000002,0.00556,0.001188,0.0702,6045.82
58000,0.0010000000000000002,0.005899,0.001266,0.0698,6098.08
58500,0.0010000000000000002,0.005506,0.001062,0.0702,6150.93
59000,0.0010000000000000002,0.00582,0.001062,0.0692,6203.31
59500,0.0010000000000000002,0.005888,0.001125,0.0692,6256.81
60000,0.0010000000000000002,0.005168,0.000938,0.0708,6309.38
60500,0.0010000000000000002,0.005495,0.001125,0.07,6363.13
61000,0.0010000000000000002,0.005304,0.001031,0.07,6415.9
61500,0.0010000000000000002,0.005305,0.001,0.07,6468.16
62000,0.0010000000000000002,0.005319,0.001047,0.0708,6519.81
62500,0.0010000000000000002,0.005292,0.001047,0.0698,6571.67
63000,0.0010000000000000002,0.00515,0.000938,0.07,6623.17
63500,0.0010000000000000002,0.005168,0.001031,0.0714,6674.87
64000,0.0010000000000000002,0.004679,0.000812,0.0706,6726.09
