iteration,learning_rate,train_loss,train_error,validation_error,elapsed_seconds
35500,0.010000000000000002,0.131688,0.045188,0.1068,3245.76
36000,0.010000000000000002,0.128526,0.044344,0.1044,3285.63
36500,0.010000000000000002,0.121927,0.042937,0.1042,3326.43
37000,0.010000000000000002,0.117826,0.041422,0.103,3366.55
37500,0.010000000000000002,0.113792,0.039703,0.107,3407.05
38000,0.010000000000000002,0.111774,0.038609,0.1044,3447.98
38500,0.010000000000000002,0.106909,0.037062,0.1072,3489.26
39000,0.010000000000000002,0.107901,0.037609,0.1074,3530.6
39500,0.010000000000000002,0.09806,0.034203,0.1102,3572.27
40000,0.010000000000000002,0.098929,0.03475,0.1098,3614.06
40500,0.010000000000000002,0.097843,0.034266,0.1056,3656.7
41000,0.010000000000000002,0.094941,0.032781,0.1104,3698.79
41500,0.010000000000000002,0.094827,0.033875,0.108,3740.48
42000,0.010000000000000002,0.08658,0.029406,0.1048,3782.37
42500,0.010000000000000002,0.085657,0.029937,0.1072,3823.93
43000,0.010000000000000002,0.082614,0.028547,0.1042,3866.27
43500,0.010000000000000002,0.086181,0.029984,0.105,3909.48
44000,0.010000000000000002,0.084857,0.029687,0.1082,3952.82
44500,0.010000000000000002,0.076307,0.026484,0.1062,3995.31
45000,0.010000000000000002,0.078927,0.027453,0.1178,4037.85
45500,0.010000000000000002,0.079074,0.027719,0.1076,4080.63
46000,0.010000000000000002,0.077048,0.026937,0.1118,4122.91
46500,0.010000000000000002,0.074663,0.026281,0.104,4165.41
47000,0.010000000000000002,0.074074,0.026469,0.1086,4208.32
47500,0.010000000000000002,0.071624,0.025141,0.1058,4252.2
48000,0.0010000000000000002,0.073027,0.025438,0.1096,4294.75
48500,0.0010000000000000002,0.057435,0.019828,0.1048,4342.31
49000,0.0010000000000000002,0.049133,0.016375,0.1052,4387.1
49500,0.0010000000000000002,0.046931,0.015125,0.1048,4431.13
50000,0.0010000000000000002,0.045042,0.014594,0.1034,4474.76
50500,0.0010000000000000002,0.044307,0.014984,0.1052,4518.07
51000,0.0010000000000000002,0.044856,0.014781,0.1052,4563.78
51500,0.0010000000000000002,0.042777,0.013891,0.1044,4601.97
52000,0.0010000000000000002,0.044526,0.014938,0.105,4639.39
52500,0.0010000000000000002,0.040154,0.013,0.1028,4677.45
53000,0.0010000000000000002,0.039957,0.013109,0.1048,4714.96
53500,0.0010000000000000002,0.039553,0.013031,0.1048,4753.06
54000,0.0010000000000000002,0.038058,0.012297,0.1048,4791.87
54500,0.0010000000000000002,0.03805,0.012844,0.1068,4831.49
55000,0.0010000000000000002,0.037988,0.012422,0.1042,4870.99
55500,0.0010000000000000002,0.038456,0.012094,0.1024,4911.17
56000,0.0010000000000000002,0.038084,0.012813,0.1038,4951.0
56500,0.0010000000000000002,0.035845,0.011547,0.1068,4990.75
57000,0.0010000000000000002,0.036909,0.012578,0.1052,5032.8
57500,0.0010000000000000002,0.035268,0.011359,0.1028,5072.59
58000,0.0010000000000000002,0.036415,0.011687,0.1024,5112.05
58500,0.0010000000000000002,0.035157,0.011625,0.104,5151.77
59000,0.0010000000000000002,0.034992,0.011344,0.102,5191.5
59500,0.0010000000000000002,0.035598,0.01175,0.1024,5231.71
60000,0.0010000000000000002,0.03502,0.011359,0.103,5272.37
60500,0.0010000000000000002,0.03344,0.010969,0.1032,5312.61
61000,0.0010000000000000002,0.033777,0.010719,0.1028,5352.86
61500,0.0010000000000000002,0.033067,0.010406,0.1044,5393.17
62000,0.0010000000000000002,0.033401,0.010969,0.1032,5435.58
62500,0.0010000000000000002,0.032425,0.010594,0.1058,5476.79
63000,0.0010000000000000002,0.031978,0.010312,0.1056,5517.47
63500,0.0010000000000000002,0.033813,0.011234,0.1036,5558.74
64000,0.0010000000000000002,0.031958,0.010656,0.104,5599.03
